year,road_section,season,weather_station_id,wind_bin,wind_bin_lower_ms,estimated_vehicle_km,injury_accidents,serious_or_fatal_accidents
2007,1-b8,Fall,36127,5-10,5.0,161789.11497247033,1,0
2007,1-b8,Fall,36127,10-15,10.0,62644.124968799704,0,0
2007,1-b8,Fall,36127,15-20,15.0,12019.252978098617,0,0
2007,1-b8,Fall,36127,20-25,20.0,1883.2009274440231,0,0
2007,1-c2,Winter,6315,0-5,0.0,359387.2987500001,0,0
2007,1-c2,Winter,6315,5-10,5.0,526742.1837500001,1,1
2007,1-c2,Winter,6315,10-15,10.0,226088.73375,0,0
2007,1-c2,Winter,6315,15-20,15.0,40774.46125,0,0
2007,1-c2,Winter,6315,20-25,20.0,4988.718750000001,0,0
2007,1-c2,Winter,6315,>=25,25.0,997.7437500000001,0,0
2007,1-d2,Spring,36308,0-5,0.0,1199361.3188114755,0,0
2007,1-d2,Spring,36308,5-10,5.0,1241681.1251058744,0,0
2007,1-d2,Spring,36308,10-15,10.0,186987.5129178051,1,1
2007,1-d2,Spring,36308,15-20,15.0,8403.933164845173,0,0
2007,1-d2,Winter,36308,0-5,0.0,1777582.134557377,1,0
2007,1-d2,Winter,36308,5-10,5.0,1690220.8433661202,2,1
2007,1-d2,Winter,36308,10-15,10.0,496360.4396065574,0,0
2007,1-d2,Winter,36308,15-20,15.0,57004.9804590164,0,0
2007,1-d2,Winter,36308,20-25,20.0,6256.644196721311,0,0
2007,1-d2,Winter,36308,>=25,25.0,1158.6378142076503,0,0
2007,1-d6,Spring,31399,0-5,0.0,2210246.5221493626,0,0
2007,1-d6,Spring,31399,5-10,5.0,2004070.7953369764,1,0
2007,1-d6,Spring,31399,10-15,10.0,464696.5863387978,0,0
2007,1-d6,Spring,31399,15-20,15.0,12819.216174863388,0,0
2007,1-d6,Summer,31399,0-5,0.0,7664735.330000001,2,1
2007,1-d6,Summer,31399,5-10,5.0,3696423.943333334,0,0
2007,1-d6,Summer,31399,10-15,10.0,752706.2044444445,0,0
2007,1-d6,Summer,31399,15-20,15.0,40125.88222222223,0,0
2007,1-d6,Winter,31399,0-5,0.0,2946403.318360317,0,0
2007,1-d6,Winter,31399,5-10,5.0,2351949.866758526,1,1
2007,1-d6,Winter,31399,10-15,10.0,1646114.6105408198,1,0
2007,1-d6,Winter,31399,15-20,15.0,311201.5964174991,0,0
2007,1-d6,Winter,31399,20-25,20.0,10011.847605924906,0,0
2007,1-d6,Winter,31399,>=25,25.0,417.1603169135377,0,0
2007,1-d8,Fall,31392,0-5,0.0,2228935.307531443,1,0
2007,1-d8,Fall,31392,5-10,5.0,2506979.328073405,1,0
2007,1-d8,Fall,31392,10-15,10.0,1636182.1208815458,0,0
2007,1-d8,Fall,31392,15-20,15.0,278807.8777412531,0,0
2007,1-d8,Fall,31392,20-25,20.0,27498.859174479763,0,0
2007,1-d8,Fall,31392,>=25,25.0,2291.5715978733133,0,0
2007,1-d8,Spring,31392,0-5,0.0,2545569.943369194,1,0
2007,1-d8,Spring,31392,5-10,5.0,3305362.107523907,0,0
2007,1-d8,Spring,31392,10-15,10.0,790214.2728295764,0,0
2007,1-d8,Spring,31392,15-20,15.0,39548.741277322406,0,0
2007,1-d8,Summer,31392,0-5,0.0,8619228.634896668,0,0
2007,1-d8,Summer,31392,5-10,5.0,7290095.247272416,1,0
2007,1-d8,Summer,31392,10-15,10.0,2126406.8726638197,1,0
2007,1-d8,Summer,31392,15-20,15.0,104306.50516709364,0,0
2007,1-d8,Winter,31392,0-5,0.0,3164870.9103936106,2,1
2007,1-d8,Winter,31392,5-10,5.0,4205148.148334196,4,0
2007,1-d8,Winter,31392,10-15,10.0,2392994.7218301445,1,0
2007,1-d8,Winter,31392,15-20,15.0,524304.4889162788,2,1
2007,1-d8,Winter,31392,20-25,20.0,62488.04918979487,0,0
2007,1-d8,Winter,31392,>=25,25.0,7141.491335976557,0,0
2007,1-d9,Fall,31484,0-5,0.0,830723.1020650686,1,0
2007,1-d9,Fall,31484,5-10,5.0,919483.7907739725,1,1
2007,1-d9,Fall,31484,10-15,10.0,510305.25985273975,0,0
2007,1-d9,Fall,31484,15-20,15.0,131354.82725342468,0,0
2007,1-d9,Fall,31484,20-25,20.0,15388.850054794522,0,0
2007,1-d9,Summer,31484,0-5,0.0,3016429.221396807,2,0
2007,1-d9,Summer,31484,5-10,5.0,2257029.0216020523,2,0
2007,1-d9,Summer,31484,10-15,10.0,696926.6915849487,0,0
2007,1-d9,Summer,31484,15-20,15.0,114534.76505131127,0,0
2007,1-d9,Summer,31484,20-25,20.0,2776.6003648802734,0,0
2007,1-d9,Winter,31484,0-5,0.0,1441109.9418349415,1,0
2007,1-d9,Winter,31484,5-10,5.0,1366430.284564094,2,0
2007,1-d9,Winter,31484,10-15,10.0,626271.9036130256,0,0
2007,1-d9,Winter,31484,15-20,15.0,129652.18276188837,0,0
2007,1-d9,Winter,31484,20-25,20.0,43148.246423156445,1,0
2007,1-d9,Winter,31484,>=25,25.0,5393.530802894556,0,0
2007,1-e1,Winter,31484,0-5,0.0,3407626.345238915,1,0
2007,1-e1,Winter,31484,5-10,5.0,3231039.979284401,0,0
2007,1-e1,Winter,31484,10-15,10.0,1480872.8856018835,1,0
2007,1-e1,Winter,31484,15-20,15.0,306573.5520043647,0,0
2007,1-e1,Winter,31484,20-25,20.0,102027.67810705259,1,0
2007,1-e1,Winter,31484,>=25,25.0,12753.459763381574,0,0
2007,1-e2,Fall,1481,0-5,0.0,693088.3123232207,0,0
2007,1-e2,Fall,1481,5-10,5.0,801995.3662237681,1,1
2007,1-e2,Fall,1481,10-15,10.0,449719.2598568658,0,0
2007,1-e2,Fall,1481,15-20,15.0,131118.3609460538,0,0
2007,1-e2,Fall,1481,20-25,20.0,18151.175650091238,0,0
2007,1-e2,Summer,1481,0-5,0.0,2817660.835,1,0
2007,1-e2,Summer,1481,5-10,5.0,1696716.68375,0,0
2007,1-e2,Summer,1481,10-15,10.0,538041.30875,0,0
2007,1-e2,Summer,1481,15-20,15.0,163402.9375,0,0
2007,1-e2,Summer,1481,20-25,20.0,3565.1549999999997,0,0
2007,1-f3,Summer,1479,0-5,0.0,11058526.215833332,0,0
2007,1-f3,Summer,1479,5-10,5.0,3225087.3772222223,1,0
2007,1-f3,Summer,1479,10-15,10.0,523465.5675,0,0
2007,1-f3,Summer,1479,15-20,15.0,1685.8794444444445,0,0
2007,1-f3,Winter,1479,0-5,0.0,5524441.98,1,0
2007,1-f3,Winter,1479,5-10,5.0,5062245.8549999995,0,0
2007,1-f3,Winter,1479,10-15,10.0,1169527.3800000001,0,0
2007,1-f3,Winter,1479,15-20,15.0,162282.195,0,0
2007,1-f3,Winter,1479,20-25,20.0,12325.230000000001,0,0
2007,1-f4,Summer,1479,0-5,0.0,2274237.867708334,0,0
2007,1-f4,Summer,1479,5-10,5.0,663254.370138889,1,0
2007,1-f4,Summer,1479,10-15,10.0,107653.15312500001,0,0
2007,1-f4,Summer,1479,15-20,15.0,346.70902777777786,0,0
2007,1-f5,Spring,31579,0-5,0.0,2356677.138709016,0,0
2007,1-f5,Spring,31579,5-10,5.0,1716153.485334699,1,0
2007,1-f5,Spring,31579,10-15,10.0,988608.5962431693,0,0
2007,1-f5,Spring,31579,15-20,15.0,138523.59971311473,0,0
2007,1-f5,Summer,31579,0-5,0.0,8123149.276666668,1,1
2007,1-f5,Summer,31579,5-10,5.0,3628141.082222223,1,0
2007,1-f5,Summer,31579,10-15,10.0,1257072.078888889,0,0
2007,1-f5,Summer,31579,15-20,15.0,322110.3744444445,0,0
2007,1-f5,Summer,31579,20-25,20.0,99464.01111111112,1,0
2007,1-f5,Summer,31579,>=25,25.0,11476.616666666667,1,0
2007,1-f5,Winter,31579,0-5,0.0,3403888.0391468816,2,1
2007,1-f5,Winter,31579,5-10,5.0,2717693.10287324,0,0
2007,1-f5,Winter,31579,10-15,10.0,1461728.2714527163,0,0
2007,1-f5,Winter,31579,15-20,15.0,539356.8231790744,0,0
2007,1-f5,Winter,31579,20-25,20.0,126404.33036619719,0,0
2007,1-f5,Winter,31579,>=25,25.0,17107.352981891352,0,0
2007,1-f6,Winter,1578,0-5,0.0,930565.6729096266,2,0
2007,1-f6,Winter,1578,5-10,5.0,635703.2953496482,0,0
2007,1-f6,Winter,1578,10-15,10.0,358832.5204882449,0,0
2007,1-f6,Winter,1578,15-20,15.0,111198.10001202574,1,0
2007,1-f6,Winter,1578,20-25,20.0,35858.26371174314,0,0
2007,1-f6,Winter,1578,>=25,25.0,5747.317528711444,0,0
2007,1-f7,Summer,1578,0-5,0.0,496630.86583333334,1,0
2007,1-f7,Summer,1578,5-10,5.0,196954.9361111111,0,0
2007,1-f7,Summer,1578,10-15,10.0,89160.16194444444,0,0
2007,1-f7,Summer,1578,15-20,15.0,25507.27861111111,0,0
2007,1-f7,Summer,1578,20-25,20.0,2075.6375,0,0
2007,1-f8,Summer,1578,0-5,0.0,3043184.88,2,0
2007,1-f8,Summer,1578,5-10,5.0,1206872.7999999998,0,0
2007,1-f8,Summer,1578,10-15,10.0,546343.1199999999,0,0
2007,1-f8,Summer,1578,15-20,15.0,156299.91999999998,0,0
2007,1-f8,Summer,1578,20-25,20.0,12718.799999999997,0,0
2007,1-g1,Summer,1578,0-5,0.0,4421296.577083333,2,1
2007,1-g1,Summer,1578,5-10,5.0,1753407.298611111,0,0
2007,1-g1,Summer,1578,10-15,10.0,793755.5756944444,0,0
2007,1-g1,Summer,1578,15-20,15.0,227080.61736111107,0,0
2007,1-g1,Summer,1578,20-25,20.0,18478.531249999996,0,0
2007,1-g1,Winter,1578,0-5,0.0,1797568.8437496237,0,0
2007,1-g1,Winter,1578,5-10,5.0,1227984.7310684863,0,0
2007,1-g1,Winter,1578,10-15,10.0,693154.9032289098,1,0
2007,1-g1,Winter,1578,15-20,15.0,214800.78825686965,1,0
2007,1-g1,Winter,1578,20-25,20.0,69267.22048283326,0,0
2007,1-g1,Winter,1578,>=25,25.0,11102.063213276411,0,0
2007,1-g3,Fall,1673,0-5,0.0,970583.8969330601,0,0
2007,1-g3,Fall,1673,5-10,5.0,873140.472431694,1,0
2007,1-g3,Fall,1673,10-15,10.0,568074.4321994536,0,0
2007,1-g3,Fall,1673,15-20,15.0,136243.08592896175,0,0
2007,1-g3,Fall,1673,20-25,20.0,45315.63510245901,0,0
2007,1-g3,Fall,1673,>=25,25.0,8293.057404371586,0,0
2007,1-g3,Spring,1673,0-5,0.0,1016491.8932786885,1,0
2007,1-g3,Spring,1673,5-10,5.0,1143553.3799385244,0,0
2007,1-g3,Spring,1673,10-15,10.0,404582.7290846994,0,0
2007,1-g3,Spring,1673,15-20,15.0,36134.035833333335,0,0
2007,1-g3,Spring,1673,20-25,20.0,888.5418647540984,0,0
2007,1-g3,Winter,1673,0-5,0.0,1472662.1641666668,0,0
2007,1-g3,Winter,1673,5-10,5.0,1326301.0466666666,1,0
2007,1-g3,Winter,1673,10-15,10.0,681473.2575000001,0,0
2007,1-g3,Winter,1673,15-20,15.0,271308.9191666667,0,0
2007,1-g3,Winter,1673,20-25,20.0,81238.14666666667,0,0
2007,1-g3,Winter,1673,>=25,25.0,13466.105833333333,0,0
2007,1-g4,Fall,31674,0-5,0.0,743084.4366933363,0,0
2007,1-g4,Fall,31674,5-10,5.0,538958.5421716768,0,0
2007,1-g4,Fall,31674,10-15,10.0,393361.14628186077,0,0
2007,1-g4,Fall,31674,15-20,15.0,96168.73450108583,0,0
2007,1-g4,Fall,31674,20-25,20.0,26058.62483255229,0,0
2007,1-g4,Fall,31674,>=25,25.0,11788.42551948794,1,0
2007,1-g5,Summer,1779,0-5,0.0,1115372.7666666668,1,0
2007,1-g5,Summer,1779,5-10,5.0,559646.2722222223,0,0
2007,1-g5,Summer,1779,10-15,10.0,43607.52777777778,0,0
2007,1-g5,Summer,1779,15-20,15.0,2841.838888888889,0,0
2007,1-g5,Summer,1779,20-25,20.0,97.99444444444445,0,0
2007,1-g5,Winter,1779,0-5,0.0,408630.35448529414,1,0
2007,1-g5,Winter,1779,5-10,5.0,231216.25979779413,0,0
2007,1-g5,Winter,1779,10-15,10.0,69851.34264705883,0,0
2007,1-g5,Winter,1779,15-20,15.0,10311.38867647059,0,0
2007,1-g5,Winter,1779,20-25,20.0,3326.254411764706,0,0
2007,1-g5,Winter,1779,>=25,25.0,457.3599816176471,0,0
2007,1-g8,Fall,1779,0-5,0.0,628634.544626594,1,0
2007,1-g8,Fall,1779,5-10,5.0,366242.35701275064,0,0
2007,1-g8,Fall,1779,10-15,10.0,127399.83606557382,0,0
2007,1-g8,Fall,1779,15-20,15.0,8107.2622950819705,0,0
2007,1-g8,Winter,1779,0-5,0.0,937045.7143841913,1,0
2007,1-g8,Winter,1779,5-10,5.0,530210.7466107537,0,0
2007,1-g8,Winter,1779,10-15,10.0,160178.75459558825,0,0
2007,1-g8,Winter,1779,15-20,15.0,23645.435202205885,0,0
2007,1-g8,Winter,1779,20-25,20.0,7627.55974264706,0,0
2007,1-g8,Winter,1779,>=25,25.0,1048.7894646139707,0,0
2007,1-h0,Winter,1881,0-5,0.0,687025.1158246442,0,0
2007,1-h0,Winter,1881,5-10,5.0,388407.92503715656,1,1
2007,1-h0,Winter,1881,10-15,10.0,71819.32436661098,0,0
2007,1-h0,Winter,1881,15-20,15.0,3713.6492747278066,0,0
2007,1-h0,Winter,1881,20-25,20.0,198.94549686041822,0,0
2007,1-h3,Fall,31985,0-5,0.0,252497.19445521958,0,0
2007,1-h3,Fall,31985,5-10,5.0,168560.98500855672,0,0
2007,1-h3,Fall,31985,10-15,10.0,134132.6792470051,0,0
2007,1-h3,Fall,31985,15-20,15.0,47029.06567027951,1,1
2007,1-h3,Fall,31985,20-25,20.0,1308.2756189389615,0,0
2007,1-h4,Fall,32097,0-5,0.0,222023.25795579163,1,0
2007,1-h4,Fall,32097,5-10,5.0,248932.57933173407,0,0
2007,1-h4,Fall,32097,10-15,10.0,167435.77745030844,0,0
2007,1-h4,Fall,32097,15-20,15.0,92516.80968300205,0,0
2007,1-h4,Fall,32097,20-25,20.0,16658.15132796436,0,0
2007,1-h4,Fall,32097,>=25,25.0,256.27925119945166,0,0
2007,1-j1,Fall,32097,0-5,0.0,223373.24458476127,1,1
2007,1-j1,Fall,32097,5-10,5.0,250446.1849634453,0,0
2007,1-j1,Fall,32097,10-15,10.0,168453.85124514508,0,0
2007,1-j1,Fall,32097,15-20,15.0,93079.34739718986,0,0
2007,1-j1,Fall,32097,20-25,20.0,16759.439282042495,0,0
2007,1-j1,Fall,32097,>=25,25.0,257.8375274160384,0,0
2007,1-k1,Fall,2197,0-5,0.0,136304.06833333333,1,0
2007,1-k1,Fall,2197,5-10,5.0,88722.60583333333,0,0
2007,1-k1,Fall,2197,10-15,10.0,47196.965833333335,0,0
2007,1-k1,Fall,2197,15-20,15.0,8234.636944444444,0,0
2007,1-k1,Fall,2197,20-25,20.0,993.2830555555556,0,0
2007,1-k2,Fall,2197,0-5,0.0,353027.2559016394,0,0
2007,1-k2,Fall,2197,5-10,5.0,229791.366147541,0,0
2007,1-k2,Fall,2197,10-15,10.0,122240.04418032788,0,0
2007,1-k2,Fall,2197,15-20,15.0,21327.692704918034,1,0
2007,1-k2,Fall,2197,20-25,20.0,2572.601065573771,0,0
2007,1-k2,Summer,2197,0-5,0.0,1337889.8965972222,0,0
2007,1-k2,Summer,2197,5-10,5.0,1016324.9822916667,1,0
2007,1-k2,Summer,2197,10-15,10.0,323270.41770833335,0,0
2007,1-k2,Summer,2197,15-20,15.0,42637.58506944444,0,0
2007,1-k2,Summer,2197,20-25,20.0,3721.0983333333334,0,0
2007,1-k3,Fall,2197,0-5,0.0,355175.0440334699,1,1
2007,1-k3,Fall,2197,5-10,5.0,231189.3974914617,0,0
2007,1-k3,Fall,2197,10-15,10.0,122983.7423275273,0,0
2007,1-k3,Fall,2197,15-20,15.0,21457.44859346539,0,0
2007,1-k3,Fall,2197,20-25,20.0,2588.252554075592,0,0
2007,1-k3,Winter,2197,0-5,0.0,451744.1736111111,0,0
2007,1-k3,Winter,2197,5-10,5.0,359710.4583333334,0,0
2007,1-k3,Winter,2197,10-15,10.0,159775.14583333334,1,0
2007,1-k3,Winter,2197,15-20,15.0,27754.368055555555,0,0
2007,1-k3,Winter,2197,20-25,20.0,3462.0833333333335,0,0
2007,1-k3,Winter,2197,>=25,25.0,2942.7708333333335,0,0
2007,1-k4,Winter,33204,0-5,0.0,194964.12159326125,1,0
2007,1-k4,Winter,33204,5-10,5.0,114202.94918640754,0,0
2007,1-k4,Winter,33204,10-15,10.0,39641.54141271849,0,0
2007,1-k4,Winter,33204,15-20,15.0,7103.041599586017,0,0
2007,1-k4,Winter,33204,20-25,20.0,1005.9220762419503,0,0
2007,1-k4,Winter,33204,>=25,25.0,123.17413178472862,0,0
2007,1-k5,Fall,33204,0-5,0.0,288735.5496235455,1,0
2007,1-k5,Fall,33204,5-10,5.0,137434.70841889115,0,0
2007,1-k5,Fall,33204,10-15,10.0,30398.829568788497,0,0
2007,1-k5,Fall,33204,15-20,15.0,7839.698151950718,0,0
2007,1-k5,Fall,33204,20-25,20.0,3093.2142368240925,0,0
2007,1-k5,Spring,33204,0-5,0.0,240510.1933060109,1,1
2007,1-k5,Spring,33204,5-10,5.0,194898.943989071,0,0
2007,1-k5,Spring,33204,10-15,10.0,31560.642759562837,0,0
2007,1-k5,Spring,33204,15-20,15.0,532.2199453551913,0,0
2007,1-k6,Summer,33204,0-5,0.0,1741484.1325,1,0
2007,1-k6,Summer,33204,5-10,5.0,651694.67125,1,0
2007,1-k6,Summer,33204,10-15,10.0,105366.384375,1,0
2007,1-k6,Summer,33204,15-20,15.0,17202.675,0,0
2007,1-k6,Summer,33204,20-25,20.0,2723.756875,0,0
2007,1-k8,Summer,3223,0-5,0.0,1645852.7234722222,1,0
2007,1-k8,Summer,3223,5-10,5.0,889633.8966666666,0,0
2007,1-k8,Summer,3223,10-15,10.0,98598.08875,0,0
2007,1-k8,Summer,3223,15-20,15.0,2401.171111111111,0,0
2007,1-k9,Summer,3317,0-5,0.0,1896697.5625,1,0
2007,1-k9,Summer,3317,5-10,5.0,1002353.7875000001,1,0
2007,1-k9,Summer,3317,10-15,10.0,146796.21666666667,0,0
2007,1-k9,Summer,3317,15-20,15.0,9740.033333333335,0,0
2007,1-m2,Fall,33419,0-5,0.0,241403.71979794517,1,0
2007,1-m2,Fall,33419,5-10,5.0,234017.4335787671,0,0
2007,1-m2,Fall,33419,10-15,10.0,101703.47947945206,0,0
2007,1-m2,Fall,33419,15-20,15.0,30468.430654109587,0,0
2007,1-m2,Fall,33419,20-25,20.0,10440.231482876712,0,0
2007,1-m2,Fall,33419,>=25,25.0,4119.275006849315,0,0
2007,1-m2,Spring,33419,0-5,0.0,226791.04384562842,1,1
2007,1-m2,Spring,33419,5-10,5.0,251014.19718579232,0,0
2007,1-m2,Spring,33419,10-15,10.0,132164.9243647541,0,0
2007,1-m2,Spring,33419,15-20,15.0,11757.43700136612,1,0
2007,1-m2,Spring,33419,20-25,20.0,424.96760245901635,0,0
2007,1-m2,Summer,33419,0-5,0.0,1302385.7171601001,0,0
2007,1-m2,Summer,33419,5-10,5.0,668902.1676292416,1,0
2007,1-m2,Summer,33419,10-15,10.0,251981.9029287178,0,0
2007,1-m2,Summer,33419,15-20,15.0,68223.31604190389,0,0
2007,1-m2,Summer,33419,20-25,20.0,4051.5762400364374,0,0
2007,1-m3,Summer,33431,0-5,0.0,1110217.0545035116,1,0
2007,1-m3,Summer,33431,5-10,5.0,661475.9709747046,0,0
2007,1-m3,Summer,33431,10-15,10.0,126674.95361845488,0,0
2007,1-m3,Summer,33431,15-20,15.0,23820.160255809973,0,0
2007,1-m3,Summer,33431,20-25,20.0,219.54064751898593,0,0
2007,1-m5,Winter,33431,0-5,0.0,377764.80518646206,1,0
2007,1-m5,Winter,33431,5-10,5.0,400140.91412342695,1,0
2007,1-m5,Winter,33431,10-15,10.0,189700.32824627936,0,0
2007,1-m5,Winter,33431,15-20,15.0,37390.88699649485,0,0
2007,1-m5,Winter,33431,20-25,20.0,10165.647402172039,0,0
2007,1-m5,Winter,33431,>=25,25.0,1577.4280451646266,0,0
2007,1-m7,Spring,3242,0-5,0.0,128238.33879781423,0,0
2007,1-m7,Spring,3242,5-10,5.0,115445.93588342442,1,0
2007,1-m7,Spring,3242,10-15,10.0,27816.404371584704,0,0
2007,1-m7,Spring,3242,15-20,15.0,3803.1468123861573,0,0
2007,1-m7,Spring,3242,20-25,20.0,785.7741347905283,0,0
2007,1-m8,Summer,3242,0-5,0.0,695196.3416666667,1,1
2007,1-m8,Summer,3242,5-10,5.0,303066.0208333334,0,0
2007,1-m8,Summer,3242,10-15,10.0,75271.70354166666,0,0
2007,1-m8,Summer,3242,15-20,15.0,11875.24,0,0
2007,1-m8,Summer,3242,20-25,20.0,1175.1539583333333,0,0
2007,1-m9,Spring,3242,0-5,0.0,302322.1475409836,1,0
2007,1-m9,Spring,3242,5-10,5.0,272164.03135245905,0,0
2007,1-m9,Spring,3242,10-15,10.0,65577.2305327869,0,0
2007,1-m9,Spring,3242,15-20,15.0,8965.92643442623,0,0
2007,1-m9,Spring,3242,20-25,20.0,1852.4641393442623,0,0
2007,1-n0,Summer,3242,0-5,0.0,1196650.9888888889,1,0
2007,1-n0,Summer,3242,5-10,5.0,521671.6944444445,0,0
2007,1-n0,Summer,3242,10-15,10.0,129566.21472222221,0,0
2007,1-n0,Summer,3242,15-20,15.0,20441.013333333332,0,0
2007,1-n0,Summer,3242,20-25,20.0,2022.808611111111,0,0
2007,1-n0,Winter,3242,0-5,0.0,440865.6242222222,0,0
2007,1-n0,Winter,3242,5-10,5.0,284269.9862291667,1,0
2007,1-n0,Winter,3242,10-15,10.0,131302.6554965278,0,0
2007,1-n0,Winter,3242,15-20,15.0,31603.08207986111,0,0
2007,1-n0,Winter,3242,20-25,20.0,16458.84307986111,0,0
2007,1-n0,Winter,3242,>=25,25.0,4154.1488923611105,0,0
2007,1-n1,Fall,33357,0-5,0.0,246713.2486043314,1,0
2007,1-n1,Fall,33357,5-10,5.0,176617.59190386158,1,0
2007,1-n1,Fall,33357,10-15,10.0,69450.42471410565,0,0
2007,1-n1,Fall,33357,15-20,15.0,17479.921085138078,0,0
2007,1-n1,Fall,33357,20-25,20.0,1642.4086925633094,0,0
2007,1-n1,Summer,33357,0-5,0.0,1132861.5047319187,1,1
2007,1-n1,Summer,33357,5-10,5.0,608147.895119781,0,0
2007,1-n1,Summer,33357,10-15,10.0,84482.45492356834,0,0
2007,1-n1,Summer,33357,15-20,15.0,12053.948283139403,0,0
2007,1-n1,Summer,33357,20-25,20.0,104.81694159251654,0,0
2007,1-n1,Winter,33357,0-5,0.0,330925.33757494774,0,0
2007,1-n1,Winter,33357,5-10,5.0,267610.41922031145,1,1
2007,1-n1,Winter,33357,10-15,10.0,166583.07585173138,0,0
2007,1-n1,Winter,33357,15-20,15.0,46771.03532070649,0,0
2007,1-n1,Winter,33357,20-25,20.0,8724.872032303047,0,0
2007,1-p1,Summer,33357,0-5,0.0,1294444.976180698,2,0
2007,1-p1,Summer,33357,5-10,5.0,694889.8734086242,1,0
2007,1-p1,Summer,33357,10-15,10.0,96532.44363449691,0,0
2007,1-p1,Summer,33357,15-20,15.0,13773.239476386036,0,0
2007,1-p1,Summer,33357,20-25,20.0,119.76729979466118,0,0
2007,1-p1,Winter,33357,0-5,0.0,323791.9841244481,1,0
2007,1-p1,Winter,33357,5-10,5.0,261841.86815884264,0,0
2007,1-p1,Winter,33357,10-15,10.0,162992.24787938647,0,0
2007,1-p1,Winter,33357,15-20,15.0,45762.84921856844,0,0
2007,1-p1,Winter,33357,20-25,20.0,8536.800618754358,0,0
2007,1-p3,Fall,3471,0-5,0.0,339164.6496516393,2,0
2007,1-p3,Fall,3471,5-10,5.0,180423.9132786885,0,0
2007,1-p3,Fall,3471,10-15,10.0,26032.238176229508,0,0
2007,1-p3,Fall,3471,15-20,15.0,124.25889344262293,0,0
2007,1-p4,Summer,3463,0-5,0.0,1764920.6974999998,1,1
2007,1-p4,Summer,3463,5-10,5.0,618840.71625,1,1
2007,1-p4,Summer,3463,10-15,10.0,90044.08499999999,0,0
2007,1-p4,Summer,3463,15-20,15.0,13449.981249999999,0,0
2007,1-p4,Winter,3463,0-5,0.0,688750.9405333333,0,0
2007,1-p4,Winter,3463,5-10,5.0,346572.55600000004,1,1
2007,1-p4,Winter,3463,10-15,10.0,129557.18453333333,0,0
2007,1-p4,Winter,3463,15-20,15.0,41532.00773333334,0,0
