file,old_sha256,new_sha256
reports/main/tables/temperature_rate.csv,e07618afdb40abadbdbf36846e9928a6c83bcb591fe852f79145ae0da1fac70c,b152df8df7e36cd6d0c88db477371839f20841d842438c5082885274a4ea30b5
reports/main/tables/traffic_checks.csv,c9cd6a591ba2237d3b363244bcf9e7b0153d68ce1cdf3884715c558a6eea0694,5857f946758d72f1a5b5094010d95e60517981bb2fed17bde9ace861d653a597
reports/main/tables/validation.md,4c329b99121b822b3a32127728feb4b588af848cb5adc1f84f47153c7ff954c1,4e7f15097e946d5da6709c0b4cbe9210182821ac5cbbe590462a36d50cd5f0fa
reports/main/tables/wind_oe_comparison.csv,2d5ee14935e0fe23b17531b07ebe7d3c3c2a0c84d53236fa5be5eadccddd65b3,e5d631bed4ccd1d2bb9ca07a09cfe78e987219ed39ba6b753bf43f2e0f485b1d
reports/main/tables/wind_rate.csv,f62aa44697b533cc17b688f71f4683a538d9e8aed2643a6eb472102cb503ffeb,cdb021262edd1042045079a1298550efa7dde3faa6d2d429ed8c7aab31184af0
reports/main/tables/wind_rate_multiple.csv,37d258984b1aa9602e189a8121daaa923cfcd729ec06c4920560b7b742e5f8b4,33ec9a7ca4b7f3d6186bcffeb6f123cbe34158726becaef6ec50e68dee7dc4a3
reports/main/tables/wind_rate_one.csv,d482efd8dec58a80e350fed329511334cbf19d8325645f69257aa11268ca49ac,440f2b134b2ff02adf149cb916356614c6f651da3d071fd01b9141af17bfad81
reports/main/tables/wind_rate_severity.csv,922e7c88ae0111b674ce8129f0c47b75bd9d17ffd98b32e082f716483db1355b,fe512a31c6c0e401e6bbdcc3239dea8005c42e138e18048ac5951dda8ac69611
reports/thesis/Meteorological_Conditions_and_Rural_Injury_Accidents_in_Iceland.pdf,a378b9f0c2d81954cf2fca5b8c7d85fa0b954751473e3837f4fd56362f87c35a,72c9a42b7cdda16f7a4293d531d2e4167312640e5d64ad8e153e573728d884dc
reports/thesis/content.tex,b79e0f430396a7ab0841efdc0e12ae867ab9fbf1ee8facbaef8d796514c1ae75,98efc94fe6abb93935bd115221250e6196206a22c0d8df8539d1f20c441060d1
reports/thesis/generated/allocation_check.tex,6d1b1909084425b090db3f4ef71167673d41d742dd8b0e946bdbb8f6c6020eb0,3821e2f705e330368d814605dd4a28e6fedca955ae81516ba35754efb6bdce6e
reports/thesis/generated/coverage.tex,747acc55b318b603b9fc9930b7cb332929364396e1de2e4c3649299be5da913c,9288d5fb9c0ea6ec6c84cd591d3e141923bef4c0d5f46354a612231a3c5e3096
reports/thesis/generated/estimated_rate.tex,436da497d31782adc028a4f776ef2b2cf96a37f33a888a6338f19211f276be7b,31e3697a067a39bed884050c5a39039b331be42316a2a1d70335142ed5b95b8d
reports/thesis/generated/evidence.tex,7fcd490b0deb612919e5af2d8e00d0cd19c5f3dc7841644e4d78fcc816db9779,7fb6da4771fb8961bb1bce916cbfaa975cec3dea16f4be5ab3a3704b1d05fa16
reports/thesis/generated/traffic_methods.tex,871f435665254645c71a9a1d615c7d668f6e7c114a48c748141a23a185bca7fe,bd5fae02088bd30ea27a821ace391e443c12260cda0865bc412583d244c72b77
reports/thesis/generated/traffic_quality.tex,51f81f3374640d9ea4bd20effce24935d65a759f2fce2973a3f04ab1821d60e2,216b7eca73e2064a930ed8640168ba56beeda1d651269f92cef028f6d55de5aa
reports/thesis/generated/traffic_scope.tex,1349bfabda301a91e699b091f1876225fb1f7ef2ec3ce82c106ff5ebdb730537,a7ecb66d87a6bd2159ffe93a7e0a2fa76384920ac00554c9d925e6d32cee4100
reports/working/figures/wind_rate_official.png,b7a1a91cd19ab38ad13e0d5466201fe9a863472fb36ea1ca1ded87c48496dd53,152166b3327a1ace7d44421d823e865387cb9e3c450a8a8eb9d6b3a74c1bd594
reports/working/tables/estimated_crash_rate_by_wind_audit.csv,8e43b392d6065874e419b0cd552d3647ef670900b292d95b61b589f4dfe78c61,52ae5cc184e617d2a42e2b23a2946e339496bab5bdf12d5970949292304d414b
reports/working/tables/rate_accident_weather_audit.csv,61d233fb399ebd03747877093c4486e9f569174d9528d6ffd8df4bce67ba464e,07b4fa9c04320d371c3c8a0468f9fe3b466c7efd19716820c2b4dbab2a62019d
reports/working/tables/season_method_comparison.csv,218fa771b249cc7672de4791d67be33e29d19e07e0518472b55bc34a0b4bab6a,78ae735d260b09e0e326de162a2fa7b38c85039c6a4f8814ef8b5be4d84faa64
reports/working/tables/wind_rate_official.csv,9ea1a8c6ab70e20e3291a9b85077b789a3d31ab114537bf174ad31f11650ef45,4b32ca183452c751a0e0e12e9795633cabb8df9c2b69318eae5a5f9bb2cb48e4
src/validation/traffic.py,3cd135e705a2621816a6b71ae95d1f796280ec353ffb59b696c7e63fde4efbaf,1e190d7f89d45262c0c67915c3cc03a61d8bba94b9e9023ba37ffa5ea92ce4d7
