file,matching_lines,classification
data/processed/traffic/daily_weather.csv,15893,"Measurement, coordinate, frequency, or exposure numeric substring; not an annual headline or sample total"
data/processed/traffic/locations.csv,42,"Measurement, coordinate, frequency, or exposure numeric substring; not an annual headline or sample total"
data/processed/traffic/road_period.csv,4315,"Measurement, coordinate, frequency, or exposure numeric substring; not an annual headline or sample total"
data/processed/weather/frequency.csv,75,"Measurement, coordinate, frequency, or exposure numeric substring; not an annual headline or sample total"
data/processed/weather/road_period_frequency.csv,240,"Measurement, coordinate, frequency, or exposure numeric substring; not an annual headline or sample total"
data/processed/weather/station_coverage_new.csv,1,"Measurement, coordinate, frequency, or exposure numeric substring; not an annual headline or sample total"
data/processed/weather/temperature_frequency.csv,461,"Measurement, coordinate, frequency, or exposure numeric substring; not an annual headline or sample total"
data/processed/weather/traffic_frequency.csv,309,"Measurement, coordinate, frequency, or exposure numeric substring; not an annual headline or sample total"
data/processed/weather/yearly_frequency.csv,1130,"Measurement, coordinate, frequency, or exposure numeric substring; not an annual headline or sample total"
data/raw/accidents/urban_boundaries_2020_2024.geojson,357,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/reference/countries.geojson,4307,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/traffic/reference/counter_locations.csv,9,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/traffic/reference/road_section_geometries.csv,886,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/traffic/reference/road_section_midpoints.csv,2,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/traffic/reference/roads.geojson,15159,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/stations.csv,1,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1350.txt,7607,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1361.txt,9366,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1368.txt,1342,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1370.txt,5702,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1395.txt,10391,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1453.txt,7481,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1469.txt,2335,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1470.txt,3479,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1472.txt,3535,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1473.txt,11885,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1475.txt,14311,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1477.txt,12685,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1478.txt,4658,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1479.txt,12679,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1480.txt,12496,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1481.txt,12288,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1482.txt,5290,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1483.txt,3149,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1486.txt,9484,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1487.txt,10429,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1490.txt,8249,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1493.txt,11357,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1496.txt,6896,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1578.txt,14008,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1579.txt,651,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1590.txt,8869,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1596.txt,14239,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1672.txt,606,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1673.txt,9615,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1679.txt,6612,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1685.txt,8983,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1689.txt,10790,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1777.txt,2450,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1779.txt,11758,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1781.txt,4843,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1868.txt,8859,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1881.txt,6410,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1919.txt,11629,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1924.txt,12851,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1936.txt,9760,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_1938.txt,10602,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2050.txt,11955,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2175.txt,9364,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2197.txt,8538,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2266.txt,8427,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2304.txt,7375,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2315.txt,11543,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2319.txt,11459,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2320.txt,6537,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2323.txt,12327,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2370.txt,4482,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2390.txt,3761,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2428.txt,14877,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2480.txt,6334,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2481.txt,12605,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2530.txt,3950,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2630.txt,2845,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2631.txt,10830,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2636.txt,11536,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2640.txt,153,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_26400.txt,734,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2641.txt,14834,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2642.txt,14825,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2643.txt,3185,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2644.txt,271,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2646.txt,15148,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2655.txt,7772,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2691.txt,148,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2692.txt,11168,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2738.txt,13258,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2841.txt,2452,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2862.txt,8702,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_2941.txt,4943,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3007.txt,8353,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3054.txt,11821,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3103.txt,9706,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3122.txt,3454,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3128.txt,1094,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3223.txt,12889,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3225.txt,10729,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3229.txt,37,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3242.txt,10357,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3292.txt,9507,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3317.txt,13092,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3371.txt,10308,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3380.txt,10289,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3433.txt,12049,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3463.txt,14759,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3471.txt,15301,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3474.txt,12897,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3477.txt,11380,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3482.txt,504,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3490.txt,6262,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3585.txt,2347,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3591.txt,9880,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3595.txt,4949,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3596.txt,3781,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3658.txt,14623,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3692.txt,2279,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3695.txt,2395,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3696.txt,14021,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3720.txt,7859,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3751.txt,3766,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
data/raw/weather/supplied/f_3752.txt,16807,"Source observation, coordinate, or other raw numeric value; not a reported annual estimate"
