weather_station_id,year,traffic_period,variable,bin_label,bin_lower_ms,bin_upper_ms,measurement_count,total_measurements_in_period,frequency_pct
1350,2014,VHDU,f_5m,15-20,15.0,20.0,290,17568,1.6507285974499089
1350,2014,VHDU,f_5m,20-25,20.0,25.0,17,17568,0.09676684881602915
1350,2014,VHDU,f_5m,>=25,25.0,inf,16,17568,0.09107468123861566
1350,2015,SDU,f_5m,0-5,0.0,5.0,8621,17568,49.072176684881605
1350,2015,SDU,f_5m,5-10,5.0,10.0,6656,17568,37.88706739526412
1350,2015,SDU,f_5m,10-15,10.0,15.0,2116,17568,12.044626593806921
1350,2015,SDU,f_5m,15-20,15.0,20.0,167,17568,0.950591985428051
1350,2015,SDU,f_5m,20-25,20.0,25.0,8,17568,0.04553734061930783
1350,2015,VDU,f_5m,0-5,0.0,5.0,4499,17414,25.835534627311358
1350,2015,VDU,f_5m,5-10,5.0,10.0,7175,17414,41.2024807626048
1350,2015,VDU,f_5m,10-15,10.0,15.0,4140,17414,23.773974962673712
1350,2015,VDU,f_5m,15-20,15.0,20.0,1419,17414,8.148616056046858
1350,2015,VDU,f_5m,20-25,20.0,25.0,170,17414,0.9762260250373263
1350,2015,VDU,f_5m,>=25,25.0,inf,11,17414,0.06316756632594464
1350,2015,VHDU,f_5m,0-5,0.0,5.0,5463,17568,31.096311475409838
1350,2015,VHDU,f_5m,5-10,5.0,10.0,8433,17568,48.002049180327866
1350,2015,VHDU,f_5m,10-15,10.0,15.0,3382,17568,19.250910746812387
1350,2015,VHDU,f_5m,15-20,15.0,20.0,289,17568,1.6450364298724955
1350,2015,VHDU,f_5m,20-25,20.0,25.0,1,17568,0.005692167577413479
1350,2016,SDU,f_5m,0-5,0.0,5.0,9378,17562,53.39938503587291
1350,2016,SDU,f_5m,5-10,5.0,10.0,7295,17562,41.53854914018905
1350,2016,SDU,f_5m,10-15,10.0,15.0,887,17562,5.05067759936226
1350,2016,SDU,f_5m,15-20,15.0,20.0,2,17562,0.011388224575788634
1350,2016,VDU,f_5m,0-5,0.0,5.0,5979,17568,34.03346994535519
1350,2016,VDU,f_5m,5-10,5.0,10.0,7407,17568,42.16188524590164
1350,2016,VDU,f_5m,10-15,10.0,15.0,3300,17568,18.784153005464482
1350,2016,VDU,f_5m,15-20,15.0,20.0,675,17568,3.8422131147540983
1350,2016,VDU,f_5m,20-25,20.0,25.0,207,17568,1.1782786885245902
1350,2016,VHDU,f_5m,0-5,0.0,5.0,5924,17568,33.72040072859745
1350,2016,VHDU,f_5m,5-10,5.0,10.0,7375,17568,41.97973588342441
1350,2016,VHDU,f_5m,10-15,10.0,15.0,3500,17568,19.922586520947178
1350,2016,VHDU,f_5m,15-20,15.0,20.0,768,17568,4.371584699453552
1350,2016,VHDU,f_5m,20-25,20.0,25.0,1,17568,0.005692167577413479
1350,2017,SDU,f_5m,0-5,0.0,5.0,8186,17561,46.61465747964239
1350,2017,SDU,f_5m,5-10,5.0,10.0,7732,17561,44.02938329252321
1350,2017,SDU,f_5m,10-15,10.0,15.0,1603,17561,9.128181766414214
1350,2017,SDU,f_5m,15-20,15.0,20.0,40,17561,0.22777746142019248
1350,2017,VDU,f_5m,0-5,0.0,5.0,7062,17424,40.53030303030303
1350,2017,VDU,f_5m,5-10,5.0,10.0,6714,17424,38.53305785123967
1350,2017,VDU,f_5m,10-15,10.0,15.0,3081,17424,17.68250688705234
1350,2017,VDU,f_5m,15-20,15.0,20.0,533,17424,3.0589990817263546
1350,2017,VDU,f_5m,20-25,20.0,25.0,34,17424,0.19513314967860423
1350,2017,VHDU,f_5m,0-5,0.0,5.0,6320,17567,35.97654693459327
1350,2017,VHDU,f_5m,5-10,5.0,10.0,7841,17567,44.63482666363067
1350,2017,VHDU,f_5m,10-15,10.0,15.0,2826,17567,16.086981271702623
1350,2017,VHDU,f_5m,15-20,15.0,20.0,551,17567,3.1365628735697615
1350,2017,VHDU,f_5m,20-25,20.0,25.0,29,17567,0.16508225650367167
1350,2018,SDU,f_5m,0-5,0.0,5.0,7902,17568,44.97950819672131
1350,2018,SDU,f_5m,5-10,5.0,10.0,7634,17568,43.4540072859745
1350,2018,SDU,f_5m,10-15,10.0,15.0,1984,17568,11.293260473588342
1350,2018,SDU,f_5m,15-20,15.0,20.0,48,17568,0.273224043715847
1350,2018,VDU,f_5m,0-5,0.0,5.0,5084,17386,29.241918785229494
1350,2018,VDU,f_5m,5-10,5.0,10.0,7419,17386,42.67226504083745
1350,2018,VDU,f_5m,10-15,10.0,15.0,3824,17386,21.99470838605775
1350,2018,VDU,f_5m,15-20,15.0,20.0,988,17386,5.6827332336362595
1350,2018,VDU,f_5m,20-25,20.0,25.0,71,17386,0.4083745542390429
1350,2018,VHDU,f_5m,0-5,0.0,5.0,6443,17568,36.674635701275044
1350,2018,VHDU,f_5m,5-10,5.0,10.0,7244,17568,41.23406193078324
1350,2018,VHDU,f_5m,10-15,10.0,15.0,3159,17568,17.98155737704918
1350,2018,VHDU,f_5m,15-20,15.0,20.0,717,17568,4.081284153005464
1350,2018,VHDU,f_5m,20-25,20.0,25.0,5,17568,0.028460837887067394
1350,2019,SDU,f_5m,0-5,0.0,5.0,8081,17568,45.998406193078324
1350,2019,SDU,f_5m,5-10,5.0,10.0,7284,17568,41.46174863387978
1350,2019,SDU,f_5m,10-15,10.0,15.0,2149,17568,12.232468123861567
1350,2019,SDU,f_5m,15-20,15.0,20.0,54,17568,0.3073770491803279
1350,2019,VDU,f_5m,0-5,0.0,5.0,5824,17424,33.42516069788797
1350,2019,VDU,f_5m,5-10,5.0,10.0,6632,17424,38.062442607897154
1350,2019,VDU,f_5m,10-15,10.0,15.0,4214,17424,24.185032139577594
1350,2019,VDU,f_5m,15-20,15.0,20.0,659,17424,3.782139577594123
1350,2019,VDU,f_5m,20-25,20.0,25.0,74,17424,0.4247015610651974
1350,2019,VDU,f_5m,>=25,25.0,inf,21,17424,0.12052341597796143
1350,2019,VHDU,f_5m,0-5,0.0,5.0,8149,17568,46.38547358834244
1350,2019,VHDU,f_5m,5-10,5.0,10.0,5843,17568,33.25933515482696
1350,2019,VHDU,f_5m,10-15,10.0,15.0,2815,17568,16.023451730418945
1350,2019,VHDU,f_5m,15-20,15.0,20.0,699,17568,3.9788251366120218
1350,2019,VHDU,f_5m,20-25,20.0,25.0,62,17568,0.3529143897996357
1350,2020,SDU,f_5m,0-5,0.0,5.0,7619,17568,43.3686247723133
1350,2020,SDU,f_5m,5-10,5.0,10.0,8141,17568,46.33993624772313
1350,2020,SDU,f_5m,10-15,10.0,15.0,1656,17568,9.426229508196721
1350,2020,SDU,f_5m,15-20,15.0,20.0,149,17568,0.8481329690346083
1350,2020,SDU,f_5m,20-25,20.0,25.0,3,17568,0.01707650273224044
1350,2020,VDU,f_5m,0-5,0.0,5.0,4035,17566,22.970511214846862
1350,2020,VDU,f_5m,5-10,5.0,10.0,6821,17566,38.83069566207446
1350,2020,VDU,f_5m,10-15,10.0,15.0,4765,17566,27.126266651485825
1350,2020,VDU,f_5m,15-20,15.0,20.0,1630,17566,9.279289536604805
1350,2020,VDU,f_5m,20-25,20.0,25.0,287,17566,1.633838096322441
1350,2020,VDU,f_5m,>=25,25.0,inf,28,17566,0.159398838665604
1350,2020,VHDU,f_5m,0-5,0.0,5.0,5980,17567,34.04109978937781
1350,2020,VHDU,f_5m,5-10,5.0,10.0,7555,17567,43.00677406500825
1350,2020,VHDU,f_5m,10-15,10.0,15.0,3480,17567,19.809870780440598
1350,2020,VHDU,f_5m,15-20,15.0,20.0,489,17567,2.783628394148119
1350,2020,VHDU,f_5m,20-25,20.0,25.0,63,17567,0.35862697102521773
1350,2021,SDU,f_5m,0-5,0.0,5.0,6613,17566,37.64659000341569
1350,2021,SDU,f_5m,5-10,5.0,10.0,8738,17566,49.74382329500171
1350,2021,SDU,f_5m,10-15,10.0,15.0,2000,17566,11.385631333257429
1350,2021,SDU,f_5m,15-20,15.0,20.0,199,17566,1.1328703176591142
1350,2021,SDU,f_5m,20-25,20.0,25.0,16,17566,0.09108505066605943
1350,2021,VDU,f_5m,0-5,0.0,5.0,5537,17077,32.42372782104585
1350,2021,VDU,f_5m,5-10,5.0,10.0,6713,17077,39.31018328746267
1350,2021,VDU,f_5m,10-15,10.0,15.0,4033,17077,23.61656028576448
1350,2021,VDU,f_5m,15-20,15.0,20.0,776,17077,4.5441236751185805
1350,2021,VDU,f_5m,20-25,20.0,25.0,18,17077,0.10540493060842068
1350,2021,VHDU,f_5m,0-5,0.0,5.0,5945,17568,33.83993624772313
1350,2021,VHDU,f_5m,5-10,5.0,10.0,7978,17568,45.412112932604735
1350,2021,VHDU,f_5m,10-15,10.0,15.0,3323,17568,18.915072859744992
1350,2021,VHDU,f_5m,15-20,15.0,20.0,300,17568,1.7076502732240437
1350,2021,VHDU,f_5m,20-25,20.0,25.0,22,17568,0.12522768670309653
1350,2022,SDU,f_5m,0-5,0.0,5.0,7893,17568,44.92827868852459
1350,2022,SDU,f_5m,5-10,5.0,10.0,7879,17568,44.8485883424408
1350,2022,SDU,f_5m,10-15,10.0,15.0,1624,17568,9.24408014571949
1350,2022,SDU,f_5m,15-20,15.0,20.0,149,17568,0.8481329690346083
1350,2022,SDU,f_5m,20-25,20.0,25.0,23,17568,0.13091985428051
1350,2022,VDU,f_5m,0-5,0.0,5.0,5277,17424,30.28581267217631
1350,2022,VDU,f_5m,5-10,5.0,10.0,6237,17424,35.79545454545455
1350,2022,VDU,f_5m,10-15,10.0,15.0,3877,17424,22.250918273645546
1350,2022,VDU,f_5m,15-20,15.0,20.0,1619,17424,9.29178145087236
1350,2022,VDU,f_5m,20-25,20.0,25.0,365,17424,2.094811753902663
1350,2022,VDU,f_5m,>=25,25.0,inf,49,17424,0.2812213039485767
1350,2022,VHDU,f_5m,0-5,0.0,5.0,7386,17562,42.05671335838743
1350,2022,VHDU,f_5m,5-10,5.0,10.0,7638,17562,43.491629654936794
1350,2022,VHDU,f_5m,10-15,10.0,15.0,2331,17562,13.272975743081654
1350,2022,VHDU,f_5m,15-20,15.0,20.0,205,17562,1.167293019018335
1350,2022,VHDU,f_5m,20-25,20.0,25.0,2,17562,0.011388224575788634
1350,2023,SDU,f_5m,0-5,0.0,5.0,7918,17565,45.078280671790495
1350,2023,SDU,f_5m,5-10,5.0,10.0,7930,17565,45.14659834898947
1350,2023,SDU,f_5m,10-15,10.0,15.0,1619,17565,9.217193282095076
1350,2023,SDU,f_5m,15-20,15.0,20.0,96,17565,0.5465414175918019
1350,2023,SDU,f_5m,20-25,20.0,25.0,2,17565,0.01138627953316254
1350,2023,VDU,f_5m,0-5,0.0,5.0,5391,17424,30.9400826446281
1350,2023,VDU,f_5m,5-10,5.0,10.0,7174,17424,41.17309458218549
1350,2023,VDU,f_5m,10-15,10.0,15.0,3604,17424,20.684113865932048
1350,2023,VDU,f_5m,15-20,15.0,20.0,1068,17424,6.129476584022038
1350,2023,VDU,f_5m,20-25,20.0,25.0,168,17424,0.9641873278236914
1350,2023,VDU,f_5m,>=25,25.0,inf,19,17424,0.10904499540863177
1350,2023,VHDU,f_5m,0-5,0.0,5.0,6681,17568,38.029371584699454
1350,2023,VHDU,f_5m,5-10,5.0,10.0,6897,17568,39.25887978142077
1350,2023,VHDU,f_5m,10-15,10.0,15.0,3138,17568,17.862021857923498
1350,2023,VHDU,f_5m,15-20,15.0,20.0,785,17568,4.468351548269581
1350,2023,VHDU,f_5m,20-25,20.0,25.0,67,17568,0.3813752276867031
1350,2024,SDU,f_5m,0-5,0.0,5.0,5816,16843,34.53066555839221
1350,2024,SDU,f_5m,5-10,5.0,10.0,7968,16843,47.30748678976429
1350,2024,SDU,f_5m,10-15,10.0,15.0,2882,16843,17.110965979932317
1350,2024,SDU,f_5m,15-20,15.0,20.0,177,16843,1.0508816719111798
1350,2024,VDU,f_5m,0-5,0.0,5.0,5425,17568,30.880009107468123
1350,2024,VDU,f_5m,5-10,5.0,10.0,7354,17568,41.86020036429873
1350,2024,VDU,f_5m,10-15,10.0,15.0,3915,17568,22.28483606557377
1350,2024,VDU,f_5m,15-20,15.0,20.0,761,17568,4.331739526411657
1350,2024,VDU,f_5m,20-25,20.0,25.0,113,17568,0.6432149362477231
1350,2024,VHDU,f_5m,0-5,0.0,5.0,5807,17568,33.05441712204007
1350,2024,VHDU,f_5m,5-10,5.0,10.0,8042,17568,45.7764116575592
1350,2024,VHDU,f_5m,10-15,10.0,15.0,3234,17568,18.40846994535519
1350,2024,VHDU,f_5m,15-20,15.0,20.0,473,17568,2.6923952641165756
1350,2024,VHDU,f_5m,20-25,20.0,25.0,12,17568,0.06830601092896176
1350,2025,SDU,f_5m,0-5,0.0,5.0,8228,17568,46.8351548269581
1350,2025,SDU,f_5m,5-10,5.0,10.0,7400,17568,42.12204007285975
1350,2025,SDU,f_5m,10-15,10.0,15.0,1731,17568,9.853142076502733
1350,2025,SDU,f_5m,15-20,15.0,20.0,209,17568,1.1896630236794172
1350,2025,VDU,f_5m,0-5,0.0,5.0,5882,17424,33.758034894398534
1350,2025,VDU,f_5m,5-10,5.0,10.0,7571,17424,43.45156106519743
1350,2025,VDU,f_5m,10-15,10.0,15.0,3010,17424,17.275022956841138
1350,2025,VDU,f_5m,15-20,15.0,20.0,844,17424,4.843893480257116
1350,2025,VDU,f_5m,20-25,20.0,25.0,111,17424,0.6370523415977961
1350,2025,VDU,f_5m,>=25,25.0,inf,6,17424,0.03443526170798898
1350,2025,VHDU,f_5m,0-5,0.0,5.0,7419,17568,42.2301912568306
1350,2025,VHDU,f_5m,5-10,5.0,10.0,7588,17568,43.19216757741348
1350,2025,VHDU,f_5m,10-15,10.0,15.0,2350,17568,13.376593806921676
1350,2025,VHDU,f_5m,15-20,15.0,20.0,200,17568,1.138433515482696
1350,2025,VHDU,f_5m,20-25,20.0,25.0,11,17568,0.06261384335154827
1361,2008,SDU,f_5m,0-5,0.0,5.0,19,396,4.797979797979798
1361,2008,SDU,f_5m,5-10,5.0,10.0,199,396,50.25252525252525
1361,2008,SDU,f_5m,10-15,10.0,15.0,151,396,38.13131313131313
1361,2008,SDU,f_5m,15-20,15.0,20.0,27,396,6.818181818181818
1361,2008,VDU,f_5m,0-5,0.0,5.0,1223,4464,27.39695340501792
1361,2008,VDU,f_5m,5-10,5.0,10.0,1876,4464,42.02508960573477
1361,2008,VDU,f_5m,10-15,10.0,15.0,1081,4464,24.21594982078853
1361,2008,VDU,f_5m,15-20,15.0,20.0,259,4464,5.801971326164875
1361,2008,VDU,f_5m,20-25,20.0,25.0,15,4464,0.33602150537634407
1361,2008,VDU,f_5m,>=25,25.0,inf,10,4464,0.22401433691756273
1361,2008,VHDU,f_5m,0-5,0.0,5.0,1605,4636,34.62036238136324
1361,2008,VHDU,f_5m,5-10,5.0,10.0,2075,4636,44.75841242450388
1361,2008,VHDU,f_5m,10-15,10.0,15.0,892,4636,19.24072476272649
1361,2008,VHDU,f_5m,15-20,15.0,20.0,64,4636,1.380500431406385
1361,2009,SDU,f_5m,0-5,0.0,5.0,9724,17568,55.35063752276867
1361,2009,SDU,f_5m,5-10,5.0,10.0,6394,17568,36.395719489981786
1361,2009,SDU,f_5m,10-15,10.0,15.0,1413,17568,8.043032786885245
1361,2009,SDU,f_5m,15-20,15.0,20.0,37,17568,0.21061020036429873
1361,2009,VDU,f_5m,0-5,0.0,5.0,6450,17424,37.01790633608815
1361,2009,VDU,f_5m,5-10,5.0,10.0,7579,17424,43.49747474747475
1361,2009,VDU,f_5m,10-15,10.0,15.0,2879,17424,16.523186409550046
1361,2009,VDU,f_5m,15-20,15.0,20.0,489,17424,2.806473829201102
1361,2009,VDU,f_5m,20-25,20.0,25.0,27,17424,0.15495867768595042
1361,2009,VHDU,f_5m,0-5,0.0,5.0,5858,17568,33.34471766848816
1361,2009,VHDU,f_5m,5-10,5.0,10.0,7539,17568,42.91325136612022
1361,2009,VHDU,f_5m,10-15,10.0,15.0,3500,17568,19.922586520947178
1361,2009,VHDU,f_5m,15-20,15.0,20.0,571,17568,3.2502276867030964
1361,2009,VHDU,f_5m,20-25,20.0,25.0,100,17568,0.569216757741348
1361,2010,SDU,f_5m,0-5,0.0,5.0,9045,17568,51.48565573770492
1361,2010,SDU,f_5m,5-10,5.0,10.0,6423,17568,36.560792349726775
1361,2010,SDU,f_5m,10-15,10.0,15.0,1985,17568,11.298952641165755
1361,2010,SDU,f_5m,15-20,15.0,20.0,115,17568,0.6545992714025501
1361,2010,VDU,f_5m,0-5,0.0,5.0,6021,17424,34.55578512396694
1361,2010,VDU,f_5m,5-10,5.0,10.0,8089,17424,46.424471992653814
1361,2010,VDU,f_5m,10-15,10.0,15.0,2903,17424,16.660927456382
1361,2010,VDU,f_5m,15-20,15.0,20.0,359,17424,2.060376492194674
1361,2010,VDU,f_5m,20-25,20.0,25.0,43,17424,0.2467860422405877
1361,2010,VDU,f_5m,>=25,25.0,inf,9,17424,0.05165289256198347
1361,2010,VHDU,f_5m,0-5,0.0,5.0,8210,17568,46.732695810564664
1361,2010,VHDU,f_5m,5-10,5.0,10.0,7232,17568,41.16575591985428
1361,2010,VHDU,f_5m,10-15,10.0,15.0,1978,17568,11.259107468123862
1361,2010,VHDU,f_5m,15-20,15.0,20.0,146,17568,0.831056466302368
1361,2010,VHDU,f_5m,20-25,20.0,25.0,2,17568,0.011384335154826957
1361,2011,SDU,f_5m,0-5,0.0,5.0,9019,17109,52.71494535040038
1361,2011,SDU,f_5m,5-10,5.0,10.0,6365,17109,37.202641884388335
1361,2011,SDU,f_5m,10-15,10.0,15.0,1443,17109,8.434157460985446
1361,2011,SDU,f_5m,15-20,15.0,20.0,282,17109,1.648255304225846
1361,2011,VDU,f_5m,0-5,0.0,5.0,5226,17424,29.993112947658403
1361,2011,VDU,f_5m,5-10,5.0,10.0,7830,17424,44.93801652892562
1361,2011,VDU,f_5m,10-15,10.0,15.0,3394,17424,19.478879706152433
1361,2011,VDU,f_5m,15-20,15.0,20.0,855,17424,4.9070247933884295
1361,2011,VDU,f_5m,20-25,20.0,25.0,117,17424,0.6714876033057852
1361,2011,VDU,f_5m,>=25,25.0,inf,2,17424,0.01147842056932966
1361,2011,VHDU,f_5m,0-5,0.0,5.0,5130,17555,29.22244374821988
1361,2011,VHDU,f_5m,5-10,5.0,10.0,8511,17555,48.481913984619766
1361,2011,VHDU,f_5m,10-15,10.0,15.0,3346,17555,19.060096838507548
1361,2011,VHDU,f_5m,15-20,15.0,20.0,500,17555,2.8481913984619767
1361,2011,VHDU,f_5m,20-25,20.0,25.0,56,17555,0.3189974366277414
1361,2011,VHDU,f_5m,>=25,25.0,inf,12,17555,0.06835659356308744
1361,2012,SDU,f_5m,0-5,0.0,5.0,9968,17564,56.75244818947848
1361,2012,SDU,f_5m,5-10,5.0,10.0,6630,17564,37.74766567979959
1361,2012,SDU,f_5m,10-15,10.0,15.0,874,17564,4.976087451605557
1361,2012,SDU,f_5m,15-20,15.0,20.0,92,17564,0.5237986791163745
1361,2012,VDU,f_5m,0-5,0.0,5.0,4979,17568,28.34130236794171
1361,2012,VDU,f_5m,5-10,5.0,10.0,7622,17568,43.385701275045534
1361,2012,VDU,f_5m,10-15,10.0,15.0,4148,17568,23.61111111111111
1361,2012,VDU,f_5m,15-20,15.0,20.0,782,17568,4.451275045537341
1361,2012,VDU,f_5m,20-25,20.0,25.0,37,17568,0.21061020036429873
1361,2012,VHDU,f_5m,0-5,0.0,5.0,7850,17568,44.68351548269581
1361,2012,VHDU,f_5m,5-10,5.0,10.0,7093,17568,40.37454462659381
1361,2012,VHDU,f_5m,10-15,10.0,15.0,2035,17568,11.58356102003643
1361,2012,VHDU,f_5m,15-20,15.0,20.0,445,17568,2.533014571948998
1361,2012,VHDU,f_5m,20-25,20.0,25.0,135,17568,0.7684426229508197
1361,2012,VHDU,f_5m,>=25,25.0,inf,10,17568,0.05692167577413479
1361,2013,SDU,f_5m,0-5,0.0,5.0,8017,17568,45.63410746812386
1361,2013,SDU,f_5m,5-10,5.0,10.0,7369,17568,41.94558287795993
1361,2013,SDU,f_5m,10-15,10.0,15.0,1977,17568,11.253415300546449
1361,2013,SDU,f_5m,15-20,15.0,20.0,202,17568,1.1498178506375227
1361,2013,SDU,f_5m,20-25,20.0,25.0,3,17568,0.01707650273224044
1361,2013,VDU,f_5m,0-5,0.0,5.0,4854,17424,27.858126721763085
1361,2013,VDU,f_5m,5-10,5.0,10.0,7912,17424,45.40863177226814
1361,2013,VDU,f_5m,10-15,10.0,15.0,3665,17424,21.034205693296602
1361,2013,VDU,f_5m,15-20,15.0,20.0,883,17424,5.067722681359045
1361,2013,VDU,f_5m,20-25,20.0,25.0,110,17424,0.6313131313131313
1361,2013,VHDU,f_5m,0-5,0.0,5.0,7077,17568,40.28346994535519
1361,2013,VHDU,f_5m,5-10,5.0,10.0,7728,17568,43.98907103825137
1361,2013,VHDU,f_5m,10-15,10.0,15.0,2458,17568,13.991347905282332
1361,2013,VHDU,f_5m,15-20,15.0,20.0,254,17568,1.4458105646630237
1361,2013,VHDU,f_5m,20-25,20.0,25.0,51,17568,0.29030054644808745
1361,2014,SDU,f_5m,0-5,0.0,5.0,8151,17549,46.447091002336315
1361,2014,SDU,f_5m,5-10,5.0,10.0,7460,17549,42.5095447034019
1361,2014,SDU,f_5m,10-15,10.0,15.0,1690,17549,9.630178357741181
1361,2014,SDU,f_5m,15-20,15.0,20.0,210,17549,1.1966493817311528
1361,2014,SDU,f_5m,20-25,20.0,25.0,38,17549,0.2165365547894467
1361,2014,VDU,f_5m,0-5,0.0,5.0,5232,17424,30.02754820936639
1361,2014,VDU,f_5m,5-10,5.0,10.0,7972,17424,45.75298438934803
1361,2014,VDU,f_5m,10-15,10.0,15.0,3628,17424,20.821854912764003
1361,2014,VDU,f_5m,15-20,15.0,20.0,535,17424,3.070477502295684
1361,2014,VDU,f_5m,20-25,20.0,25.0,56,17424,0.3213957759412305
1361,2014,VDU,f_5m,>=25,25.0,inf,1,17424,0.00573921028466483
1361,2014,VHDU,f_5m,0-5,0.0,5.0,6077,17568,34.591302367941715
1361,2014,VHDU,f_5m,5-10,5.0,10.0,8056,17568,45.85610200364299
1361,2014,VHDU,f_5m,10-15,10.0,15.0,3004,17568,17.09927140255009
1361,2014,VHDU,f_5m,15-20,15.0,20.0,403,17568,2.293943533697632
1361,2014,VHDU,f_5m,20-25,20.0,25.0,28,17568,0.15938069216757741
1361,2015,SDU,f_5m,0-5,0.0,5.0,9274,17568,52.7891621129326
1361,2015,SDU,f_5m,5-10,5.0,10.0,6256,17568,35.61020036429873
1361,2015,SDU,f_5m,10-15,10.0,15.0,1785,17568,10.16051912568306
1361,2015,SDU,f_5m,15-20,15.0,20.0,252,17568,1.4344262295081966
1361,2015,SDU,f_5m,20-25,20.0,25.0,1,17568,0.005692167577413479
